,Age,CompFreq,CompTotal,ConvertedComp,Country,Gender,YearsCode
6317,22.0,Monthly,4200.0,11544.0,Brazil,Man,4
6318,19.0,Yearly,150000.0,150000.0,United States,Man,8
6319,45.0,Monthly,100000.0,19464.0,Argentina,Man,30
6321,36.0,Monthly,2500000.0,418848.0,India,Man,11
6322,37.0,Yearly,100000.0,75631.0,Canada,Man,14
6324,26.0,Monthly,1100000.0,184296.0,India,Man,6
6326,27.0,Yearly,1200000.0,16754.0,India,Man,11
6327,60.0,Yearly,110000.0,110000.0,United States,Man,25
6329,30.0,Monthly,7000.0,60240.0,Singapore,Man,15
6332,30.0,Monthly,63000.0,10560.0,India,Man,11
6333,26.0,Monthly,36000.0,6036.0,India,Man,10
6334,32.0,Yearly,245000.0,245000.0,United States,Man,22
6335,35.0,Monthly,41000.0,26496.0,Mexico,Man,14
6336,23.0,Monthly,28000.0,22416.0,South Africa,Man,8
6337,23.0,Monthly,116000.0,16392.0,Bangladesh,Man,5
6339,25.0,Monthly,3500.0,10092.0,Malaysia,Man,5
6340,33.0,Weekly,4000.0,151250.0,Canada,Man,20
6341,24.0,Monthly,41000.0,6864.0,India,Man,6
6343,33.0,Monthly,13000.0,111876.0,Singapore,Man,16
6344,34.0,Yearly,240.0,240.0,United States,Man,20
6345,30.0,Monthly,60000.0,10056.0,India,Man,9
6346,32.0,Monthly,4500.0,58368.0,Estonia,Man,10
6347,29.0,Monthly,100000.0,16752.0,India,Man,10
6348,38.0,Monthly,50000.0,32316.0,Mexico,Man,25
6350,31.0,Yearly,1539000.0,21487.0,India,Man,13
6351,23.0,Monthly,41000.0,6864.0,India,Man,7
6352,40.0,Monthly,40000.0,9480.0,Philippines,Man,4
6353,30.0,Monthly,136000.0,268248.0,Turkey,Man,10
6354,41.0,Yearly,320000.0,204448.0,New Zealand,Man,36
6357,35.0,Monthly,23650.0,41076.0,Denmark,Woman,7
6360,27.0,Monthly,6500.0,18732.0,Malaysia,Man,8
6365,22.0,Monthly,25000.0,38592.0,Hong Kong (S.A.R.),Man,12
6370,29.0,Yearly,1700000.0,23735.0,India,Man,10
6371,33.0,Yearly,1300000.0,18150.0,India,Man,17
6372,25.0,Yearly,500000.0,6981.0,India,Man,8
6374,29.0,Yearly,700000.0,9773.0,India,Man,11
6375,35.0,Monthly,4600.0,32424.0,Azerbaijan,Man,12
6376,33.0,Yearly,96000.0,97583.0,Switzerland,Man,21
6377,38.0,Yearly,118000.0,75390.0,New Zealand,Man,18
6380,30.0,Monthly,145000.0,20484.0,Bangladesh,Man,11
6381,31.0,Monthly,500000.0,16464.0,Nigeria,Man,7
6383,35.0,Yearly,120000.0,80172.0,Australia,Man,20
6386,23.0,Monthly,27500.0,4608.0,India,Man,6
6388,27.0,Monthly,30000.0,7116.0,Philippines,Man,10
6389,30.0,Monthly,7000.0,60240.0,Singapore,Man,8
6390,28.0,Monthly,37000.0,64260.0,Denmark,Man,6
6391,23.0,Monthly,15000.0,2508.0,India,Man,5
6392,30.0,Yearly,100000.0,108098.0,Spain,Man,9
6394,25.0,Monthly,33000.0,5532.0,India,Man,10
6396,32.0,Monthly,5000.0,64860.0,Finland,Man,15
6398,52.0,Yearly,87816.0,94927.0,Germany,Man,34
6400,34.0,Yearly,60000.0,40086.0,Australia,Man,27
6402,23.0,Monthly,35000.0,2724.0,Pakistan,Man,4
6403,31.0,Monthly,38500.0,47256.0,Sweden,Man,17
6404,27.0,Yearly,118000.0,118000.0,United States,Man,15
6405,35.0,Yearly,166000.0,166000.0,United States,Man,10
6409,30.0,Monthly,50000.0,8376.0,India,Man,13
6412,31.0,Monthly,4100.0,28896.0,Azerbaijan,Man,22
6413,26.0,Monthly,4000.0,11532.0,Malaysia,Man,8
6415,25.0,Yearly,390000.0,4592.0,Bangladesh,Man,7
6417,29.0,Monthly,7000.0,20172.0,Malaysia,Man,11
6419,34.0,Monthly,120000.0,28440.0,Philippines,Man,22
6420,27.0,Yearly,240000.0,3351.0,India,Man,7
6424,31.0,Yearly,230000.0,3211.0,India,Man,13
6425,24.0,Monthly,200000.0,13188.0,Sri Lanka,Man,8
6428,26.0,Monthly,95000.0,13428.0,Bangladesh,Man,7
6429,27.0,Monthly,24000.0,4020.0,India,Woman,11
6430,21.0,Monthly,28000.0,4692.0,India,Woman,6
6431,25.0,Monthly,8200.0,24912.0,Poland,Man,8
6432,36.0,Yearly,80000.0,53448.0,Australia,Man,18
6434,28.0,Yearly,1190.0,24.0,Philippines,Man,14
6436,25.0,Monthly,6500.0,55944.0,Singapore,Man,5
6437,36.0,Yearly,1857000.0,25927.0,India,Man,18
6438,26.0,Monthly,2000.0,18156.0,Canada,Man,7
6439,29.0,Monthly,7700.0,15192.0,Turkey,Man,6
6440,22.0,Yearly,1250000.0,17452.0,India,Man,10
6441,27.0,Monthly,400000.0,1308.0,Uganda,Man,4
6442,22.0,Yearly,72000.0,48103.0,Australia,Man,4
6444,38.0,Monthly,80000.0,13404.0,India,Man,13
6447,26.0,Yearly,220000.0,220000.0,United States,Man,10
6449,24.0,Yearly,500000.0,6981.0,India,Man,3
6451,28.0,Yearly,105000.0,105000.0,United States,Man,10
6453,49.0,Yearly,125000.0,79862.0,New Zealand,Man,35
6454,43.0,Monthly,6000.0,73188.0,Switzerland,Man,3
6457,27.0,Monthly,8500.0,16764.0,Turkey,Man,10
6461,29.0,Monthly,3600.0,30984.0,Singapore,Man,8
6462,23.0,Monthly,28000.0,4692.0,India,Man,7
6464,25.0,Monthly,50000.0,19884.0,Taiwan,Man,5
6465,30.0,Yearly,120000.0,90758.0,Canada,Man,7
6467,18.0,Yearly,8500.0,8500.0,United States,Man,7
6468,38.0,Monthly,25000.0,5928.0,Philippines,Man,26
6471,29.0,Monthly,12000.0,36444.0,Poland,Man,12
6473,26.0,Monthly,2800.0,36324.0,Austria,Man,4
6474,29.0,Yearly,300000.0,4189.0,India,Man,10
6475,18.0,Monthly,6000000.0,5268.0,Indonesia,Man,2
6477,26.0,Monthly,10000000.0,12600.0,Uzbekistan,Man,10
6479,26.0,Monthly,95000.0,15912.0,India,Woman,10
6480,24.0,Yearly,85000.0,64287.0,Canada,,10
6482,42.0,Monthly,40000.0,140088.0,Israel,Man,20
6483,44.0,Yearly,3600000.0,31519.0,Nepal,Man,25
6484,29.0,Monthly,150000.0,21192.0,Bangladesh,Man,11
6485,22.0,Monthly,24000.0,15516.0,Mexico,Man,5
6486,40.0,Yearly,160000.0,160000.0,United States,Man,16
6487,28.0,Monthly,69000.0,11556.0,India,Man,16
6488,25.0,Monthly,450000.0,48564.0,Japan,Man,7
6489,27.0,Monthly,44000.0,7368.0,India,Man,6
6490,27.0,Yearly,1650000.0,23037.0,India,Man,9
6494,36.0,Yearly,3200000.0,102498.0,Thailand,Man,11
6501,27.0,Yearly,800000.0,11169.0,India,Man,10
6502,29.0,Monthly,283360.0,18684.0,Sri Lanka,Man,9
6503,26.0,Yearly,48000.0,432.0,Japan,Man,6
6504,47.0,Yearly,50000.0,54049.0,Netherlands,Man,37
6505,30.0,Yearly,55000.0,55000.0,United States,Man,4
6506,26.0,Weekly,4500.0,54050.0,Malaysia,Man,5
6509,24.0,Monthly,96000.0,7476.0,Pakistan,Man,6
6510,35.0,Yearly,50000.0,54049.0,Spain,Man,25
6511,43.0,Yearly,250000.0,159725.0,New Zealand,Man,37
6512,25.0,Yearly,200000.0,200000.0,United States,Man,7
6515,29.0,Yearly,57000.0,57000.0,United States,Man,3
6518,40.0,Yearly,60000.0,64859.0,Spain,Man,23
6520,53.0,Yearly,180000.0,180000.0,United States,Man,40
6522,26.0,Monthly,3770000.0,12348.0,Uganda,Woman,5
6523,44.0,Yearly,105000.0,113503.0,Austria,Man,25
6524,36.0,Yearly,300000.0,67849.0,Romania,Man,17
6526,25.0,Yearly,6000000.0,53957.0,Japan,Man,10
6533,30.0,Yearly,76000.0,50775.0,Australia,Man,14
6537,52.0,Yearly,440000.0,440000.0,United States,Man,40
6538,32.0,Monthly,43000.0,7200.0,India,Man,8
6540,42.0,Monthly,200000.0,33504.0,India,Woman,24
6541,32.0,Yearly,129000.0,129000.0,United States,Man,15
6543,22.0,Monthly,15000.0,2508.0,India,Man,6
6544,53.0,Yearly,1900000.0,205001.0,Norway,Man,38
6546,27.0,Yearly,6700000.0,60253.0,Japan,"Man;Non-binary, genderqueer, or gender non-conforming",10
6548,21.0,Monthly,700.0,2964.0,Georgia,Man,4
6549,22.0,Monthly,15000.0,2508.0,India,Man,5
6550,45.0,Yearly,120000.0,80172.0,Australia,Man,30
6551,23.0,Monthly,20000.0,4740.0,Philippines,Man,5
6553,32.0,Monthly,7500.0,49728.0,Bulgaria,Man,25
6554,23.0,Monthly,12500.0,10008.0,South Africa,Man,7
6555,22.0,Monthly,40000.0,6696.0,India,Man,2
6557,25.0,Yearly,10000.0,10000.0,India,Woman,4
6558,33.0,Yearly,52000.0,56211.0,Austria,Man,22
6560,23.0,Monthly,2200.0,26400.0,Lebanon,Man,10
6561,31.0,Yearly,220000.0,220000.0,United States,Man,22
6562,23.0,Yearly,85000.0,64287.0,Canada,Man,5
6564,34.0,Yearly,850000.0,11867.0,India,Man,9
6565,27.0,Yearly,150000.0,150000.0,United States,Man,2
6567,35.0,Yearly,350000.0,350000.0,United States,Man,13
6568,31.0,Monthly,48500.0,8124.0,India,Man,14
6570,22.0,Yearly,144000.0,2010.0,India,Man,3
6571,25.0,Yearly,2800000.0,39093.0,India,Man,7
6573,29.0,Monthly,70000.0,56040.0,South Africa,Man,15
6574,30.0,Yearly,1650000.0,23037.0,India,Man,12
6578,39.0,Yearly,2700000.0,89482.0,Taiwan,Man,25
6579,28.0,Monthly,65000.0,10896.0,India,Man,4
6582,22.0,Yearly,61500.0,61500.0,United States,Man,6
6583,23.0,Monthly,800000.0,134028.0,India,Man,7
6584,41.0,Monthly,100000.0,16752.0,India,Man,10
6586,33.0,Monthly,230000.0,43404.0,Russian Federation,Man,17
6587,39.0,Yearly,4200000.0,58639.0,India,Man,25
6588,28.0,Yearly,110000.0,70279.0,New Zealand,Man,11
6596,31.0,Yearly,1400000.0,19546.0,India,Man,10
6597,30.0,Monthly,8000.0,23064.0,Malaysia,Man,8
6600,22.0,Monthly,25000.0,4188.0,India,Man,6
6602,34.0,Monthly,7000000.0,8820.0,Uzbekistan,Man,15
6603,30.0,Monthly,120000.0,16956.0,Bangladesh,Man,10
6604,33.0,Monthly,200000.0,15564.0,Pakistan,Man,15
6605,25.0,Yearly,700000.0,9773.0,India,Man,9
6607,25.0,Yearly,2000000.0,27923.0,India,Man,7
6609,39.0,Yearly,105000.0,70150.0,Australia,,28
6610,29.0,Monthly,12500.0,37968.0,Poland,Man,6
6613,26.0,Monthly,95000.0,17928.0,Russian Federation,Man,15
6614,56.0,Yearly,950000.0,63380.0,South Africa,Man,42
6615,24.0,Monthly,100000.0,10512.0,Nepal,Man,7
6617,26.0,Yearly,53000.0,33862.0,New Zealand,Man,7
6618,33.0,Yearly,130000.0,130000.0,United States,Woman,15
6619,22.0,Yearly,10500.0,10500.0,United States,Man,9
6620,27.0,Monthly,3179.0,9168.0,Malaysia,Man,6
6621,23.0,Monthly,2200000.0,22140.0,Iraq,Man,10
6622,40.0,Yearly,65000.0,65000.0,United States,Woman,6
6623,55.0,Yearly,0.0,0.0,Malaysia,Man,39
6624,21.0,Monthly,15000.0,2508.0,India,Man,4
6625,27.0,Monthly,100000000.0,28500.0,Iran,Man,11
6627,23.0,Monthly,45000.0,7536.0,India,Man,6
6628,35.0,Yearly,110000.0,73491.0,Australia,Man,20
6630,29.0,Yearly,191500.0,127940.0,Australia,Man,18
6631,30.0,Yearly,850000.0,11867.0,India,Man,12
6633,30.0,Monthly,4600.0,59676.0,Germany,Man,10
6634,26.0,Monthly,45000000.0,12828.0,Iran,Man,8
6635,40.0,Monthly,10000.0,28824.0,Malaysia,,25
6636,33.0,Yearly,1300000.0,43084.0,Taiwan,Man,7
6639,26.0,Yearly,150000.0,150000.0,United States,Woman,8
6641,25.0,Monthly,15000.0,2508.0,India,Man,7
6642,38.0,Yearly,1650000.0,212269.0,Hong Kong (S.A.R.),Man,16
6644,27.0,Monthly,140000.0,10896.0,Pakistan,Man,9
6645,40.0,Yearly,950000.0,13264.0,India,Man,6
6647,33.0,Yearly,96400.0,69134.0,Singapore,Man,12
6648,41.0,Monthly,60000.0,104208.0,Denmark,Man,23
6652,23.0,Monthly,3000.0,16344.0,Belarus,Man,3
6653,27.0,Monthly,30000.0,51444.0,China,Man,7
6654,27.0,Yearly,650000.0,9075.0,India,Man,9
6658,25.0,Monthly,2500.0,32424.0,Italy,Man,11
6659,27.0,Monthly,100000.0,38436.0,Thailand,Man,8
6664,26.0,Monthly,61000.0,8616.0,Bangladesh,Man,10
6665,30.0,Yearly,650000.0,9075.0,India,Man,10
6666,43.0,Monthly,6000000.0,60360.0,Republic of Korea,Man,14
6667,33.0,Monthly,28000.0,98064.0,Israel,Man,9
6668,30.0,Monthly,228000.0,17748.0,Pakistan,Man,11
6669,30.0,Yearly,158000.0,158000.0,United States,Man,5
6672,40.0,Monthly,12500.0,24660.0,Turkey,Man,20
6675,39.0,Yearly,200000.0,200000.0,United States,Man,23
6679,26.0,Monthly,53000.0,8880.0,India,Man,8
6681,35.0,Monthly,30000.0,6312.0,The former Yugoslav Republic of Macedonia,Man,5
6682,30.0,Yearly,124000.0,126045.0,Switzerland,Man,15
6684,35.0,Yearly,114000.0,76163.0,Australia,Man,17
6685,22.0,Yearly,700000.0,9773.0,India,Man,6
6686,28.0,Monthly,1000.0,12972.0,Slovenia,Man,12
6688,34.0,Yearly,42800.0,4377.0,Sweden,,23
6690,33.0,Yearly,1200000.0,16754.0,India,Man,13
6691,40.0,Monthly,4590.0,59544.0,Finland,,34
6692,28.0,Monthly,3600.0,46704.0,Austria,Man,15
6695,23.0,Yearly,720000.0,10052.0,India,Man,6
6696,28.0,Yearly,83000.0,83000.0,United States,Man,10
6698,24.0,Monthly,30000.0,7116.0,Philippines,Man,6
6705,33.0,Yearly,55600.0,60103.0,Germany,Man,20
6706,38.0,Yearly,180000.0,180000.0,United States,Man,5
6708,22.0,Yearly,25000.0,27025.0,Spain,Man,5
6709,22.0,Monthly,250000.0,41880.0,India,Man,6
6713,50.0,Yearly,130000.0,83057.0,New Zealand,Man,30
6717,33.0,Monthly,4200.0,8280.0,Turkey,Man,11
6720,27.0,Weekly,100.0,50.0,India,Man,5
6724,24.0,Monthly,50000000.0,14256.0,Iran,Man,8
6725,30.0,Yearly,1200000.0,16754.0,India,Man,10
6727,26.0,Weekly,500.0,15950.0,New Zealand,Man,4
6728,26.0,Yearly,230000.0,55249.0,Malaysia,Woman,11
6730,37.0,Yearly,25000.0,27025.0,Spain,Woman,19
6731,34.0,Yearly,1200000.0,80059.0,South Africa,Man,20
6732,32.0,Monthly,50000.0,40032.0,South Africa,Man,20
6734,24.0,Monthly,35000000.0,30732.0,Indonesia,Man,7
6735,22.0,Monthly,20000.0,3348.0,India,Man,7
6736,28.0,Monthly,40000.0,6696.0,India,Man,8
6738,46.0,Monthly,90000.0,72048.0,South Africa,Man,17
6739,34.0,Monthly,70000.0,108060.0,Hong Kong (S.A.R.),Man,18
6742,26.0,Monthly,50000.0,8376.0,India,Man,10
6743,24.0,Monthly,1500.0,19452.0,Lithuania,Man,4
6744,41.0,Yearly,44000.0,47563.0,Germany,Man,20
6745,30.0,Yearly,90000.0,90000.0,United States,Man,12
6747,32.0,Monthly,80.0,24.0,Philippines,Man,8
6749,50.0,Yearly,50000.0,33405.0,Australia,Woman,32
6750,23.0,Yearly,750000.0,10471.0,India,Man,4
6752,24.0,Monthly,7000.0,12000.0,China,Man,3
6753,21.0,Monthly,36000.0,6036.0,India,Man,2
6758,26.0,Yearly,145000.0,96874.0,Australia,Man,19
6759,37.0,Yearly,120000.0,120000.0,United States,Man,20
6761,49.0,Yearly,75000.0,81074.0,Germany,Man,36
6763,28.0,Monthly,750000.0,125652.0,India,Man,16
6764,38.0,Monthly,11500.0,34932.0,Poland,Man,18
6765,53.0,Yearly,65000.0,70264.0,France,Man,41
6766,31.0,Yearly,200000.0,28578.0,China,Man,12
6768,24.0,Monthly,10000.0,1680.0,India,Man,3
6769,41.0,Monthly,12000.0,144000.0,Viet Nam,Man,25
6770,25.0,Monthly,3375.0,23784.0,Azerbaijan,Man,9
6772,29.0,Yearly,31000.0,33510.0,Spain,Man,11
6774,33.0,Monthly,75000000.0,38808.0,Viet Nam,Man,16
6778,28.0,Yearly,102000.0,103682.0,Switzerland,,14
6779,24.0,Yearly,700000.0,9773.0,India,Man,5
6780,25.0,Yearly,1519000.0,21208.0,India,Man,9
6785,40.0,Yearly,12000000.0,107915.0,Japan,Man,25
6791,22.0,Yearly,45000.0,48644.0,Germany,Man,5
6793,29.0,Monthly,20000.0,70044.0,Israel,Man,9
6795,32.0,Monthly,150000.0,21192.0,Bangladesh,Man,13
6796,38.0,Monthly,60000000.0,31044.0,Viet Nam,Man,12
6797,22.0,Monthly,300000.0,9552.0,Kazakhstan,Woman,6
6798,26.0,Monthly,120000.0,28440.0,Philippines,Man,10
6799,37.0,Yearly,1300000.0,43084.0,Taiwan,Man,20
6802,43.0,Monthly,4100.0,53184.0,Finland,Woman,20
6803,22.0,Yearly,490000.0,6841.0,India,Woman,8
6804,26.0,Yearly,1300000.0,18150.0,India,Man,7
6805,23.0,Yearly,62000.0,41422.0,Australia,Man,13
6806,38.0,Monthly,15000.0,52536.0,Israel,Man,13
6807,36.0,Yearly,120000.0,80172.0,Australia,Man,20
6808,36.0,Monthly,180000.0,33972.0,Russian Federation,Man,20
6814,23.0,Monthly,376000.0,14472.0,Hungary,Man,2
6825,31.0,Monthly,2600.0,33732.0,Belgium,Man,19
6826,29.0,Yearly,1800000.0,25131.0,India,Woman,11
6828,30.0,Yearly,2700000.0,37697.0,India,Man,10
6832,26.0,Monthly,10000.0,19728.0,Turkey,Man,7
6833,27.0,Yearly,5.0,0.0,India,Man,5
6834,38.0,Yearly,65000.0,70264.0,Germany,Man,21
6836,24.0,Monthly,31000.0,5196.0,India,Man,4
6838,29.0,Monthly,25000.0,20016.0,South Africa,Man,6
6839,30.0,Monthly,200000.0,33504.0,India,Man,7
6840,43.0,Yearly,310000.0,400704.0,United Kingdom,Man,35
6841,25.0,Yearly,230000.0,230000.0,United States,Man,8
6843,37.0,Monthly,1200.0,15564.0,Lithuania,Man,7
6846,37.0,Yearly,80000.0,53448.0,Australia,Man,20
6848,26.0,Monthly,8000000.0,7020.0,Indonesia,Man,10
6850,33.0,Yearly,62000.0,67021.0,Germany,Man,15
6851,27.0,Yearly,730000.0,10192.0,India,Woman,13
6852,27.0,Yearly,1050000.0,14660.0,India,Man,10
6853,32.0,Yearly,55000.0,59454.0,Italy,Man,15
6854,35.0,Monthly,200000.0,38928.0,Argentina,Man,20
6856,31.0,Monthly,100.0,24.0,Russian Federation,Man,15
6860,31.0,Yearly,114000.0,1592.0,India,Man,11
6861,36.0,Yearly,150000.0,150000.0,United States,Man,20
6862,29.0,Monthly,100000.0,16752.0,India,Man,11
6864,26.0,Yearly,553500.0,7728.0,India,Man,7
6865,28.0,Yearly,87200.0,87200.0,United States,Man,12
6866,32.0,Monthly,55000.0,67500.0,Sweden,Man,19
6867,30.0,Yearly,53077.0,57375.0,Netherlands,Man,12
6868,22.0,Monthly,25000.0,4188.0,India,Man,12
6869,36.0,Yearly,40000.0,43239.0,France,Man,9
6870,36.0,Yearly,350000.0,96127.0,Qatar,Man,17
6871,29.0,Monthly,50000.0,61368.0,Sweden,Man,13
6876,27.0,Yearly,80000.0,80000.0,United States,Man,9
6885,38.0,Monthly,780000.0,30024.0,Hungary,Man,26
6887,21.0,Monthly,100000.0,7788.0,Pakistan,Man,5
6888,27.0,Monthly,3800.0,10956.0,Malaysia,Man,5
6890,24.0,Monthly,18000000.0,9312.0,Viet Nam,Man,7
6893,32.0,Yearly,67500.0,72966.0,Austria,Man,18
6895,35.0,Monthly,80000.0,64044.0,South Africa,Man,19
6897,28.0,Yearly,2300000.0,32112.0,India,Man,7
6898,26.0,Monthly,41000.0,6864.0,India,Man,9
6900,25.0,Yearly,580000.0,8098.0,India,Man,11
6901,28.0,Monthly,2620.0,33984.0,Finland,Man,4
6902,34.0,Monthly,138000.0,53040.0,Thailand,Man,20
6903,42.0,Weekly,3350.0,111900.0,Australia,Man,25
6904,27.0,Monthly,3811.0,32796.0,Singapore,Man,3
6907,29.0,Monthly,3700.0,48000.0,Germany,Man,11
6911,45.0,Yearly,155000.0,167552.0,Ireland,Man,35
6912,34.0,Monthly,47000.0,24420.0,Czech Republic,Man,15
6915,33.0,Yearly,900000.0,97106.0,Norway,Man,15
6920,29.0,Yearly,195000000.0,14271.0,Indonesia,Man,5
6922,33.0,Monthly,9500.0,27384.0,Malaysia,Man,15
6924,45.0,Monthly,1200.0,15564.0,Madagascar,Man,24
6925,24.0,Yearly,192566.0,192566.0,United States,Man,8
6927,33.0,Monthly,310000.0,33456.0,Japan,Man,20
6930,47.0,Monthly,43700.0,53628.0,Sweden,Man,37
6932,42.0,Yearly,70000.0,75669.0,Germany,Man,30
6933,35.0,Yearly,64000.0,69183.0,France,Man,28
6934,31.0,Yearly,54000.0,58373.0,Germany,Man,15
6938,36.0,Monthly,4500.0,58368.0,Germany,Man,19
6940,27.0,Monthly,150000.0,9888.0,Sri Lanka,Man,9
6941,36.0,Monthly,44000000.0,38640.0,Indonesia,Man,18
6942,32.0,Monthly,6000.0,72000.0,United States,Woman,3
6943,27.0,Monthly,48000.0,19092.0,Taiwan,Man,10
6944,20.0,Monthly,1100.0,14268.0,Germany,Man,7
6948,27.0,Weekly,4200.0,2950.0,India,Woman,8
6950,25.0,Weekly,2000.0,100000.0,Bosnia and Herzegovina,Man,11
6951,38.0,Monthly,14000.0,42528.0,Poland,Man,16
6957,25.0,Monthly,18000.0,3012.0,India,Man,5
6958,23.0,Monthly,40000.0,3108.0,Pakistan,Man,5
6960,28.0,Monthly,4000.0,48000.0,Ukraine,Man,10
6963,22.0,Monthly,15020.0,2520.0,India,Man,4
6965,26.0,Monthly,55000.0,9216.0,India,Man,9
6966,20.0,Monthly,4500.0,0.0,Indonesia,Man,2
6970,50.0,Yearly,170000.0,170000.0,United States,Man,40
6971,31.0,Monthly,266667.0,44676.0,India,Man,12
6973,27.0,Monthly,3100.0,40212.0,France,Man,13
6974,51.0,Monthly,5000.0,64860.0,Germany,Man,39
6975,32.0,Monthly,4000.0,7884.0,Turkey,Man,13
6976,33.0,Yearly,98000.0,98000.0,United States,Man,14
6978,28.0,Monthly,180000.0,19428.0,Japan,Man,Less than 1 year
6980,28.0,Yearly,322000000.0,23565.0,Indonesia,Man,6
6983,25.0,Yearly,75000.0,56723.0,Canada,Man,8
6985,33.0,Monthly,15000000.0,13176.0,Indonesia,Man,16
6988,25.0,Monthly,20000.0,3348.0,India,Man,9
6991,34.0,Yearly,72000.0,77831.0,Germany,Man,18
6992,20.0,Monthly,3500000.0,996.0,Iran,Man,5
7004,22.0,Yearly,124800.0,124800.0,Hungary,Man,6
7005,26.0,Yearly,750000.0,10471.0,India,Man,8
7007,27.0,Monthly,28000000.0,7980.0,Iran,Man,8
7008,31.0,Yearly,160000.0,160000.0,United States,Man,14
7011,26.0,Monthly,300000.0,23352.0,Pakistan,Man,15
7012,27.0,Monthly,50000.0,8376.0,India,Man,4
7013,30.0,Yearly,137000.0,91529.0,Australia,Man,18
7014,41.0,Monthly,6500.0,84312.0,Finland,Man,33
7015,24.0,Monthly,8000.0,15780.0,Turkey,Man,6
7016,25.0,Monthly,70000.0,56040.0,South Africa,Man,12
7017,26.0,Monthly,1800000.0,301572.0,India,Man,7
7018,40.0,Yearly,72000.0,77831.0,Germany,Man,30
7020,37.0,Yearly,60000.0,45379.0,Canada,Man,4
7022,40.0,Yearly,75000.0,75000.0,United States,Man,30
7023,45.0,Monthly,5300000.0,53316.0,Republic of Korea,Man,30
7027,22.0,Yearly,52000.0,56211.0,Germany,Man,6
7029,26.0,Yearly,60000.0,9862.0,Turkey,Man,13
7030,27.0,Yearly,850000.0,11867.0,India,Man,15
7031,30.0,Yearly,140000.0,140000.0,Israel,Man,14
7032,23.0,Monthly,23400.0,303540.0,France,Man,6
7036,30.0,Monthly,12000000.0,10536.0,Indonesia,Man,15
7037,35.0,Yearly,95000.0,63469.0,Australia,Man,22
7039,37.0,Yearly,36000.0,38915.0,Spain,Man,19
7040,23.0,Yearly,28000.0,30267.0,France,Man,7
7042,25.0,Monthly,63200.0,11928.0,Russian Federation,Man,2
7043,24.0,Monthly,1000.0,12000.0,Sri Lanka,Man,13
7047,42.0,Yearly,105000.0,106731.0,Switzerland,Man,30
7048,45.0,Yearly,800000.0,53373.0,South Africa,Man,25
7050,20.0,Monthly,9500000.0,8340.0,Indonesia,Man,6
7055,33.0,Monthly,25000.0,4188.0,India,,4
7057,36.0,Yearly,70000.0,90482.0,United Kingdom,Man,23
7058,23.0,Yearly,500000.0,6981.0,India,Man,11
7059,26.0,Monthly,25083.0,4200.0,India,Man,3
7061,28.0,Yearly,1200000.0,16754.0,India,Man,10
7062,34.0,Monthly,28000.0,98064.0,Israel,Man,21
7063,38.0,Monthly,4627.0,60024.0,Netherlands,Man,18
7067,28.0,Monthly,4500.0,58368.0,Germany,Man,18
7070,48.0,Yearly,110000.0,111814.0,Switzerland,Man,30
7071,31.0,Monthly,44800.0,77808.0,Denmark,Man,16
7073,23.0,Monthly,4300.0,55776.0,Germany,Man,8
7075,32.0,Monthly,7000000.0,55536.0,Lebanon,Man,5
7076,33.0,Monthly,60000000.0,31044.0,Viet Nam,Man,9
7078,28.0,Yearly,115544.0,115544.0,United States,Man,10
7079,41.0,Monthly,5400.0,70044.0,Spain,Man,18
7082,24.0,Monthly,2500.0,7596.0,Poland,Man,8
7083,26.0,Weekly,10296.0,66250.0,Hong Kong (S.A.R.),Woman,18
7084,35.0,Yearly,6000000.0,83770.0,India,Man,12
7085,23.0,Monthly,45000.0,3504.0,Pakistan,Man,5
7086,23.0,Monthly,11000.0,16980.0,Hong Kong (S.A.R.),Man,3
7090,39.0,Monthly,5600.0,72636.0,Czech Republic,Man,29
7091,30.0,Yearly,900000.0,12566.0,India,Man,17
7092,29.0,Monthly,65000.0,10896.0,India,Man,5
7093,29.0,Monthly,3700.0,48000.0,Belgium,Man,10
7094,22.0,Yearly,496000.0,6925.0,India,Man,4
7095,28.0,Monthly,7000.0,13812.0,Turkey,Man,14
7097,31.0,Monthly,5000.0,64860.0,Netherlands,Man,17
7100,31.0,Monthly,28700000.0,8184.0,Iran,Man,9
7102,22.0,Monthly,16000000.0,8280.0,Viet Nam,Man,5
7104,33.0,Yearly,160000.0,160000.0,United States,Man,10
7105,25.0,Yearly,600000.0,8377.0,India,Man,7
7106,33.0,Yearly,1500000.0,49712.0,Taiwan,Man,8
7109,45.0,Monthly,150000.0,28308.0,Russian Federation,Man,30
7110,31.0,Yearly,64500.0,69723.0,Germany,Man,15
7111,38.0,Yearly,40000.0,51704.0,United Kingdom,Man,30
7114,26.0,Yearly,1500000.0,20943.0,India,Man,5
7115,24.0,Monthly,2200.0,28536.0,Netherlands,Man,8
7116,23.0,Monthly,60000.0,11328.0,Russian Federation,Woman,6
7119,23.0,Monthly,1950.0,25296.0,Germany,Man,9
7121,29.0,Yearly,45000.0,48644.0,Germany,Man,8
7122,35.0,Monthly,90000.0,15084.0,India,Man,19
7123,30.0,Monthly,40000.0,5652.0,Bangladesh,Man,5
7125,29.0,Yearly,1200000.0,16754.0,India,,10
7128,26.0,Yearly,620000.0,8656.0,India,Man,6
7129,26.0,Yearly,840000.0,11728.0,India,Man,7
7130,24.0,Monthly,4120.0,12516.0,Poland,Man,4
